"Observation_ID","mukey","cokey","drainagecl","comppct_r","compname","taxclname","taxsubgrp","sand050","sand150","rockdepth","comppct_l","comppct_h","compkind","majcompflag","otherph","localphase","slope_l","slope_r","slope_h","slopelenusle_l","slopelenusle_r","slopelenusle_h","runoff","tfact","wei","weg","erocl","earthcovkind1","earthcovkind2","hydricon","hydricrating","elev_l","elev_r","elev_h","aspectccwise","aspectrep","aspectcwise","geomdesc","albedodry_l","albedodry_r","albedodry_h","airtempa_l","airtempa_r","airtempa_h","map_l","map_r","map_h","reannualprecip_l","reannualprecip_r","reannualprecip_h","ffd_l","ffd_r","ffd_h","nirrcapcl","nirrcapscl","nirrcapunit","irrcapcl","irrcapscl","irrcapunit","cropprodindex","constreeshrubgrp","wndbrksuitgrp","rsprod_l","rsprod_r","rsprod_h","foragesuitgrpid","wlgrain","wlgrass","wlherbaceous","wlshrub","wlconiferous","wlhardwood","wlwetplant","wlshallowwat","wlrangeland","wlopenland","wlwoodland","wlwetland","soilslippot","frostact","initsub_l","initsub_r","initsub_h","totalsub_l","totalsub_r","totalsub_h","hydgrp","corcon","corsteel","taxorder","taxsuborder","taxgrtgroup","taxpartsize","taxpartsizemod","taxceactcl","taxreaction","taxtempcl","taxmoistscl","taxtempregime","soiltaxedition","castorieindex","flecolcomnum","flhe","flphe","flsoilleachpot","flsoirunoffpot","fltemik2use","fltriumph2use","indraingrp","innitrateleachi","misoimgmtgrp","vasoimgtgrp","pmkind","pmorigin","landform","mntn","hill","trce","flats","shapeacross","shapedown","slopeshape","hillslopeprof","areasymbol","lkey","musym","muname","mukind","mustatus","invesintens","muacres","farmlndcl","flood","pH50","carbdepth","ocean","lake","wet","moist","dry","mucky","sandy","rock","coastal","salty","dysic","calcareous","euic"
"GRR.GJS.2017.11",3117303,"21323362","Somewhat poorly drained",80,"Capac","Fine-loamy, mixed, active, mesic Aquic Glossudalfs","Aquic Glossudalfs",43.2,39.3533333333333,500,65,90,"Series","Yes",NA,NA,0,2,4,30,91,91,"Medium",5,56,"4L","None - deposition","Crop cover","Row crop",NA,"No",211.100006103516,252.800003051758,294.399993896484,NA,NA,NA,"end moraines on till plains, ground moraines on till plains",NA,0.370000004768372,NA,6,9,11,770,900,1040,NA,NA,NA,140,175,200,2,"e",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",0,0,0,0,0,0,"C/D","Moderate","High","Alfisols","Udalfs","Glossudalfs","fine-loamy","not used","active","not used","mesic","Aquic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5b",NA,"Till",NA,"ground moraines",NA,"Base Slope and Head Slope and Interfluve and Nose Slope and Side Slope",NA,NA,"Concave and Convex and Linear","Linear","LC and LL and LV","Backslope and Footslope and Shoulder and Summit","MI015","11600","CpcaaB","Capac loam, 0 to 4 percent slopes","Consociation",NA,"Order 2",12841,"Prime farmland if drained",0,6.27200002670288,93,812319.257948048,84001.3873600803,0,1,0,0,0,0,0,0,0,0,1
"GRR.GJS.2017.12",3117303,"21323362","Somewhat poorly drained",80,"Capac","Fine-loamy, mixed, active, mesic Aquic Glossudalfs","Aquic Glossudalfs",43.2,39.3533333333333,500,65,90,"Series","Yes",NA,NA,0,2,4,30,91,91,"Medium",5,56,"4L","None - deposition","Crop cover","Row crop",NA,"No",211.100006103516,252.800003051758,294.399993896484,NA,NA,NA,"end moraines on till plains, ground moraines on till plains",NA,0.370000004768372,NA,6,9,11,770,900,1040,NA,NA,NA,140,175,200,2,"e",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",0,0,0,0,0,0,"C/D","Moderate","High","Alfisols","Udalfs","Glossudalfs","fine-loamy","not used","active","not used","mesic","Aquic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5b",NA,"Till",NA,"ground moraines",NA,"Base Slope and Head Slope and Interfluve and Nose Slope and Side Slope",NA,NA,"Concave and Convex and Linear","Linear","LC and LL and LV","Backslope and Footslope and Shoulder and Summit","MI015","11600","CpcaaB","Capac loam, 0 to 4 percent slopes","Consociation",NA,"Order 2",12841,"Prime farmland if drained",0,6.27200002670288,93,810476.716660958,86064.6534752669,0,1,0,0,0,0,0,0,0,0,1
"GRR.GJS.2017.13",3117303,"21323362","Somewhat poorly drained",80,"Capac","Fine-loamy, mixed, active, mesic Aquic Glossudalfs","Aquic Glossudalfs",43.2,39.3533333333333,500,65,90,"Series","Yes",NA,NA,0,2,4,30,91,91,"Medium",5,56,"4L","None - deposition","Crop cover","Row crop",NA,"No",211.100006103516,252.800003051758,294.399993896484,NA,NA,NA,"end moraines on till plains, ground moraines on till plains",NA,0.370000004768372,NA,6,9,11,770,900,1040,NA,NA,NA,140,175,200,2,"e",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",0,0,0,0,0,0,"C/D","Moderate","High","Alfisols","Udalfs","Glossudalfs","fine-loamy","not used","active","not used","mesic","Aquic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5b",NA,"Till",NA,"ground moraines",NA,"Base Slope and Head Slope and Interfluve and Nose Slope and Side Slope",NA,NA,"Concave and Convex and Linear","Linear","LC and LL and LV","Backslope and Footslope and Shoulder and Summit","MI015","11600","CpcaaB","Capac loam, 0 to 4 percent slopes","Consociation",NA,"Order 2",12841,"Prime farmland if drained",0,6.27200002670288,93,811821.014441577,85355.71529909,0,1,0,0,0,0,0,0,0,0,1
"GRR.NJL.2023.6",186107,"21323334","Somewhat excessively drained",90,"Coloma","Mixed, mesic Lamellic Udipsamments","Lamellic Udipsamments",87.32,91.94,500,85,95,"Series","Yes",NA,NA,0,3,6,30,61,91,"Very low",5,134,"2","None - deposition","Crop cover","Close-grown crop",NA,"No",186,241,296,NA,NA,NA,"outwash plains on outwash plains, moraines on till plains",NA,0.230000004172325,NA,6,9,11,770,900,1040,NA,NA,NA,140,175,200,4,"s",NA,3,"e",NA,NA,"1sk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",0,0,0,0,0,0,"A","Moderate","Low","Entisols","Psamments","Udipsamments","not used","not used","not used","not used","mesic","Typic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"5a",NA,"Outwash",NA,"outwash plains",NA,"Head Slope and Interfluve and Nose Slope and Side Slope",NA,NA,"Linear","Convex and Linear","LL and VL","Shoulder and Summit","MI015","11600","57B","Coloma loamy sand, 0 to 6 percent slopes","Consociation",NA,"Order 2",13773,"Not prime farmland",0,6.06199994087219,NA,827993.600739134,62197.5658322927,0,0,1,0,1,0,0,0,0,0,1
"GRR.GJS.2012.52",186079,"21323257","Well drained",90,"Filer","Fine-loamy, mixed, semiactive, mesic Haplic Glossudalfs","Haplic Glossudalfs",44.72,44.24,500,85,95,"Series","Yes",NA,NA,6,9,12,NA,38,NA,"High",5,56,"4L","None - deposition","Crop cover","Row crop",NA,"No",219,260.899993896484,303,NA,NA,NA,"till plains, moraines on till plains",NA,0.300000011920929,NA,6,9,11,770,900,1040,NA,NA,NA,140,160,200,3,"e",NA,NA,NA,NA,NA,"1h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",0,0,0,0,0,0,"C","Low","Low","Alfisols","Udalfs","Glossudalfs","fine-loamy","not used","semiactive","not used","mesic","Typic","mesic","eleventh edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5a",NA,"Till",NA,"moraines",NA,"Head Slope and Nose Slope and Side Slope",NA,NA,"Linear","Convex and Linear","LL and VL","Backslope","MI015","11600","24C","Filer loam, 6 to 12 percent slopes","Consociation",NA,"Order 2",15047,"Farmland of local importance",0,6.38800000190735,92,830032.773032238,63824.4530615411,0,0,1,0,0,0,0,0,0,0,1
"GRR.GJS.2012.50",186081,"21323361","Well drained",92,"Filer","Fine-loamy, mixed, semiactive, mesic Haplic Glossudalfs","Haplic Glossudalfs",44.48,44.16,500,85,95,"Series","Yes",NA,NA,18,22,35,15,15,15,"Very high",5,56,"4L","Class 1","Tree cover","Hardwoods",NA,"No",202,253,304,NA,NA,NA,"moraines on till plains",NA,0.300000011920929,NA,6,9,11,770,900,1040,NA,NA,NA,140,175,230,7,"e",NA,NA,NA,NA,NA,"1h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",0,0,0,0,0,0,"C","Low","Low","Alfisols","Udalfs","Glossudalfs","fine-loamy","not used","semiactive","not used","mesic","Typic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5a",NA,"Till",NA,"moraines",NA,"Head Slope and Nose Slope and Side Slope",NA,NA,"Convex and Linear","Convex and Linear","LL and VL and VV","Backslope","MI015","11600","24E","Filer loam, 18 to 35 percent slopes","Consociation",NA,"Order 2",5011,"Not prime farmland",0,6.42400000572205,89,829909.295738288,63842.4478006535,0,0,1,0,0,0,0,0,0,0,1
"GRR.GJS.2012.51",186081,"21323361","Well drained",92,"Filer","Fine-loamy, mixed, semiactive, mesic Haplic Glossudalfs","Haplic Glossudalfs",44.48,44.16,500,85,95,"Series","Yes",NA,NA,18,22,35,15,15,15,"Very high",5,56,"4L","Class 1","Tree cover","Hardwoods",NA,"No",202,253,304,NA,NA,NA,"moraines on till plains",NA,0.300000011920929,NA,6,9,11,770,900,1040,NA,NA,NA,140,175,230,7,"e",NA,NA,NA,NA,NA,"1h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",0,0,0,0,0,0,"C","Low","Low","Alfisols","Udalfs","Glossudalfs","fine-loamy","not used","semiactive","not used","mesic","Typic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5a",NA,"Till",NA,"moraines",NA,"Head Slope and Nose Slope and Side Slope",NA,NA,"Convex and Linear","Convex and Linear","LL and VL and VV","Backslope","MI015","11600","24E","Filer loam, 18 to 35 percent slopes","Consociation",NA,"Order 2",5011,"Not prime farmland",0,6.42400000572205,89,829953.042801219,63806.4224741532,0,0,1,0,0,0,0,0,0,0,1
"GRR.GJS.2015.27",186072,"21323320","Very poorly drained",90,"Houghton","Euic, mesic Typic Haplosaprists","Typic Haplosaprists",0,0,500,85,100,"Series","Yes",NA,NA,0,0,1,30,30,61,"Negligible",2,134,"2","None - deposition","Tree cover","Intermixed conifers and hardwoods","Wooded under natural conditions","Yes",176,258,416,NA,NA,NA,"-- Error in Exists On --",NA,0.0599999986588955,NA,6,9,11,780,900,1040,NA,NA,NA,125,160,205,5,"w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",15,31,46,30,62,91,"A/D","Moderate","High","Histosols","Saprists","Haplosaprists","not used","not used","not used","euic","mesic","Typic","mesic","eleventh edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"Mc",NA,"Herbaceous organic material",NA,"depressions on moraines",NA,"Base Slope",NA,NA,"Linear","Concave","CL","Toeslope","MI015","11600","21","Houghton muck, 0 to 1 percent slopes","Consociation",NA,"Order 2",23111,"Farmland of local importance",0,5.92000007629395,NA,813159.431753308,84601.6117921186,1,0,0,1,0,0,0,0,0,0,1
"GRR.GJS.2015.9",3117294,"21324383","Somewhat poorly drained",85,"Conover","Fine-loamy, mixed, active, mesic Aquic Hapludalfs","Aquic Hapludalfs",42.5,37.94,500,70,90,"Series","Yes",NA,NA,0,2,4,30,91,91,"Medium",4,56,"4L","None - deposition","Crop cover","Row crop",NA,"No",182,238,293,NA,NA,NA,"end moraines on till plains, ground moraines on till plains",NA,0.370000004768372,NA,6,9,11,770,900,1040,NA,NA,NA,140,175,200,2,"w",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",0,0,0,0,0,0,"C/D","Low","High","Alfisols","Udalfs","Hapludalfs","fine-loamy","not used","active","not used","mesic","Aquic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5b",NA,"Till",NA,"ground moraines",NA,"Base Slope and Head Slope and Interfluve and Nose Slope and Side Slope",NA,NA,"Concave and Convex and Linear","Linear","LC and LL and LV","Backslope and Footslope and Shoulder","MI045","11611","CvraaB","Conover loam, 0 to 4 percent slopes","Consociation",NA,"Order 2",35766,"Prime farmland if drained",0,6.84999990463257,50,795357.152361704,104901.978620232,0,1,0,0,0,0,0,0,0,0,1
"GRR.GJS.2017.15",3117295,"21324385","Somewhat poorly drained",80,"Capac","Fine-loamy, mixed, active, mesic Aquic Glossudalfs","Aquic Glossudalfs",43.2,39.3533333333333,500,65,90,"Series","Yes",NA,NA,0,2,4,30,91,91,"Medium",5,56,"4L","None - deposition","Crop cover","Row crop",NA,"No",211.100006103516,252.800003051758,294.399993896484,NA,NA,NA,"end moraines on till plains, ground moraines on till plains",NA,0.370000004768372,NA,6,9,11,770,900,1040,NA,NA,NA,140,175,200,2,"e",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",0,0,0,0,0,0,"C/D","Moderate","High","Alfisols","Udalfs","Glossudalfs","fine-loamy","not used","active","not used","mesic","Aquic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5b",NA,"Till",NA,"ground moraines",NA,"Base Slope and Head Slope and Interfluve and Nose Slope and Side Slope",NA,NA,"Concave and Convex and Linear","Linear","LC and LL and LV","Backslope and Footslope and Shoulder and Summit","MI045","11611","CpcaaB","Capac loam, 0 to 4 percent slopes","Consociation",NA,"Order 2",17797,"Prime farmland if drained",0,6.27200002670288,93,773002.593106958,115825.70505854,0,1,0,0,0,0,0,0,0,0,1
"GRR.GJS.2017.16",3117295,"21324385","Somewhat poorly drained",80,"Capac","Fine-loamy, mixed, active, mesic Aquic Glossudalfs","Aquic Glossudalfs",43.2,39.3533333333333,500,65,90,"Series","Yes",NA,NA,0,2,4,30,91,91,"Medium",5,56,"4L","None - deposition","Crop cover","Row crop",NA,"No",211.100006103516,252.800003051758,294.399993896484,NA,NA,NA,"end moraines on till plains, ground moraines on till plains",NA,0.370000004768372,NA,6,9,11,770,900,1040,NA,NA,NA,140,175,200,2,"e",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",0,0,0,0,0,0,"C/D","Moderate","High","Alfisols","Udalfs","Glossudalfs","fine-loamy","not used","active","not used","mesic","Aquic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5b",NA,"Till",NA,"ground moraines",NA,"Base Slope and Head Slope and Interfluve and Nose Slope and Side Slope",NA,NA,"Concave and Convex and Linear","Linear","LC and LL and LV","Backslope and Footslope and Shoulder and Summit","MI045","11611","CpcaaB","Capac loam, 0 to 4 percent slopes","Consociation",NA,"Order 2",17797,"Prime farmland if drained",0,6.27200002670288,93,775064.741504592,113083.648246743,0,1,0,0,0,0,0,0,0,0,1
"GRR.GJS.2018.31",186250,"21324330","Poorly drained",93,"Sebewa","Fine-loamy over sandy or sandy-skeletal, mixed, superactive, mesic Typic Argiaquolls","Typic Argiaquolls",44.16,64.62,500,90,95,"Series","Yes",NA,NA,0,1,2,NA,61,NA,"Negligible",3,48,"5","None - deposition","Crop cover","Row crop","Wooded under natural conditions","Yes",212,266,321,NA,NA,NA,"drainageways on outwash plains, drainageways on moraines on till plains",NA,0.230000004172325,NA,6,9,11,770,900,1040,NA,NA,NA,140,160,200,2,"w",NA,NA,NA,NA,NA,"1a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",0,0,0,0,0,0,"B/D","Low","High","Mollisols","Aquolls","Argiaquolls","fine-loamy over sandy or sandy-skeletal","not used","superactive","not used","mesic","Typic","mesic","eleventh edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"3/5c",NA,"Drift over Outwash",NA,"drainageways on moraines",NA,"Base Slope",NA,NA,"Linear","Concave and Linear","CL and LL","Footslope and Toeslope","MI045","11611","Sb","Sebewa loam, 0 to 2 percent slopes","Consociation",NA,"Order 2",9864,"Prime farmland if drained",0,6.7839999294281,85,786827.024188046,115735.631156962,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2018.32",186250,"21324330","Poorly drained",93,"Sebewa","Fine-loamy over sandy or sandy-skeletal, mixed, superactive, mesic Typic Argiaquolls","Typic Argiaquolls",44.16,64.62,500,90,95,"Series","Yes",NA,NA,0,1,2,NA,61,NA,"Negligible",3,48,"5","None - deposition","Crop cover","Row crop","Wooded under natural conditions","Yes",212,266,321,NA,NA,NA,"drainageways on outwash plains, drainageways on moraines on till plains",NA,0.230000004172325,NA,6,9,11,770,900,1040,NA,NA,NA,140,160,200,2,"w",NA,NA,NA,NA,NA,"1a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",0,0,0,0,0,0,"B/D","Low","High","Mollisols","Aquolls","Argiaquolls","fine-loamy over sandy or sandy-skeletal","not used","superactive","not used","mesic","Typic","mesic","eleventh edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"3/5c",NA,"Drift over Outwash",NA,"drainageways on moraines",NA,"Base Slope",NA,NA,"Linear","Concave and Linear","CL and LL","Footslope and Toeslope","MI045","11611","Sb","Sebewa loam, 0 to 2 percent slopes","Consociation",NA,"Order 2",9864,"Prime farmland if drained",0,6.7839999294281,85,786354.005937044,116132.211792357,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2015.6",3117294,"21324383","Somewhat poorly drained",85,"Conover","Fine-loamy, mixed, active, mesic Aquic Hapludalfs","Aquic Hapludalfs",42.5,37.94,500,70,90,"Series","Yes",NA,NA,0,2,4,30,91,91,"Medium",4,56,"4L","None - deposition","Crop cover","Row crop",NA,"No",182,238,293,NA,NA,NA,"end moraines on till plains, ground moraines on till plains",NA,0.370000004768372,NA,6,9,11,770,900,1040,NA,NA,NA,140,175,200,2,"w",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",0,0,0,0,0,0,"C/D","Low","High","Alfisols","Udalfs","Hapludalfs","fine-loamy","not used","active","not used","mesic","Aquic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5b",NA,"Till",NA,"ground moraines",NA,"Base Slope and Head Slope and Interfluve and Nose Slope and Side Slope",NA,NA,"Concave and Convex and Linear","Linear","LC and LL and LV","Backslope and Footslope and Shoulder","MI045","11611","CvraaB","Conover loam, 0 to 4 percent slopes","Consociation",NA,"Order 2",35766,"Prime farmland if drained",0,6.84999990463257,50,795514.042771674,104755.34056227,0,1,0,0,0,0,0,0,0,0,1
"GRR.GJS.2016.60",186249,"21324355","Poorly drained",92,"Parkhill","Fine-loamy, mixed, semiactive, nonacid, mesic Mollic Endoaquepts","Mollic Endoaquepts",43.38,42.46,500,85,100,"Taxadjunct","Yes",NA,"non dense till subsoil",0,1,2,30,61,91,"Negligible",5,48,"5","None - deposition","Crop cover","Row crop","Wooded under natural conditions","Yes",207,247.399993896484,287,NA,NA,NA,"depressions on till plains, drainageways on till plains, depressions on moraines on till plains, drainageways on moraines on till plains",NA,0.170000001788139,NA,5,9,11,770,900,1040,NA,NA,NA,110,175,200,2,"w",NA,NA,NA,NA,NA,"1a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",0,0,0,0,0,0,"C/D","Low","High","Inceptisols","Aquepts","Endoaquepts","fine-loamy","not used","semiactive","nonacid","mesic","Typic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5c",NA,"Till",NA,"depressions on moraines",NA,"Base Slope",NA,NA,"Concave and Linear","Concave and Linear","CC and CL and LL","Toeslope","MI045","11611","Pr","Parkhill loam, non dense till subsoil, 0 to 2 percent slopes","Consociation",NA,"Order 2",26354,"Prime farmland if drained",0,7.11600014686584,77,790644.635759987,103801.65457884,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2017.23",186230,"21324212","Well drained",85,"Hillsdale","Coarse-loamy, mixed, mesic Typic Hapludalfs","Typic Hapludalfs",67.3520016479492,67.2733350118001,500,NA,NA,"Taxadjunct","Yes","MAAT<50",NA,2,4,6,30,60,90,"Low",5,86,"3",NA,NA,NA,NA,"No",213,290,366,NA,NA,NA,"till plains, moraines",NA,0.300000011920929,NA,7,8,9,750,838,925,NA,NA,NA,140,145,150,2,"e",NA,2,"e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",0,0,0,NA,NA,NA,"B","Moderate","Low","Alfisols","Udalfs","Hapludalfs","coarse-loamy",NA,NA,"not used","mesic",NA,"mesic",NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"3a",NA,"Till",NA,"till plains",NA,NA,NA,"Rise","Linear","Linear","LL",NA,"MI045","11611","HaB","Hillsdale sandy loam, 2 to 6 percent slopes","Consociation",NA,"Order 2",3707,"All areas are prime farmland",0,5.63800008773804,127,784750.839781688,102559.779058341,0,0,1,0,0,0,0,0,0,0,1
"GRR.GJS.2019.12",186249,"21324355","Poorly drained",92,"Parkhill","Fine-loamy, mixed, semiactive, nonacid, mesic Mollic Endoaquepts","Mollic Endoaquepts",43.38,42.46,500,85,100,"Taxadjunct","Yes",NA,"non dense till subsoil",0,1,2,30,61,91,"Negligible",5,48,"5","None - deposition","Crop cover","Row crop","Wooded under natural conditions","Yes",207,247.399993896484,287,NA,NA,NA,"depressions on till plains, drainageways on till plains, depressions on moraines on till plains, drainageways on moraines on till plains",NA,0.170000001788139,NA,5,9,11,770,900,1040,NA,NA,NA,110,175,200,2,"w",NA,NA,NA,NA,NA,"1a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",0,0,0,0,0,0,"C/D","Low","High","Inceptisols","Aquepts","Endoaquepts","fine-loamy","not used","semiactive","nonacid","mesic","Typic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5c",NA,"Till",NA,"depressions on moraines",NA,"Base Slope",NA,NA,"Concave and Linear","Concave and Linear","CC and CL and LL","Toeslope","MI045","11611","Pr","Parkhill loam, non dense till subsoil, 0 to 2 percent slopes","Consociation",NA,"Order 2",26354,"Prime farmland if drained",0,7.11600014686584,77,790688.948224631,98024.0818415354,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2018.34",186236,"21324311","Moderately well drained",90,"Marlette","Fine-loamy, mixed, semiactive, mesic Oxyaquic Glossudalfs","Oxyaquic Glossudalfs",45.32,44.44,500,85,95,"Series","Yes",NA,NA,2,4,6,NA,55,NA,"Medium",5,56,"4L","None - deposition","Crop cover","Row crop",NA,"No",228,265,302,NA,NA,NA,"till plains, moraines on till plains",NA,0.300000011920929,NA,6,9,11,770,900,1040,NA,NA,NA,140,160,200,2,"e",NA,NA,NA,NA,NA,"1h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",0,0,0,0,0,0,"C/D","Low","High","Alfisols","Udalfs","Glossudalfs","fine-loamy","not used","semiactive","not used","mesic","Oxyaquic","mesic","eleventh edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5a",NA,"Till",NA,"moraines",NA,"Head Slope and Interfluve and Nose Slope and Side Slope",NA,NA,"Linear","Linear","LL","Backslope and Shoulder and Summit","MI045","11611","MaB","Marlette loam, 2 to 6 percent slopes","Consociation",NA,"Order 2",70188,"All areas are prime farmland",0,6.36999999046326,92,766728.164901072,123950.358989701,0,1,0,0,0,0,0,0,0,0,1
"GRR.GJS.2018.35",186236,"21324311","Moderately well drained",90,"Marlette","Fine-loamy, mixed, semiactive, mesic Oxyaquic Glossudalfs","Oxyaquic Glossudalfs",45.32,44.44,500,85,95,"Series","Yes",NA,NA,2,4,6,NA,55,NA,"Medium",5,56,"4L","None - deposition","Crop cover","Row crop",NA,"No",228,265,302,NA,NA,NA,"till plains, moraines on till plains",NA,0.300000011920929,NA,6,9,11,770,900,1040,NA,NA,NA,140,160,200,2,"e",NA,NA,NA,NA,NA,"1h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",0,0,0,0,0,0,"C/D","Low","High","Alfisols","Udalfs","Glossudalfs","fine-loamy","not used","semiactive","not used","mesic","Oxyaquic","mesic","eleventh edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5a",NA,"Till",NA,"moraines",NA,"Head Slope and Interfluve and Nose Slope and Side Slope",NA,NA,"Linear","Linear","LL","Backslope and Shoulder and Summit","MI045","11611","MaB","Marlette loam, 2 to 6 percent slopes","Consociation",NA,"Order 2",70188,"All areas are prime farmland",0,6.36999999046326,92,766657.129549841,123986.92570297,0,1,0,0,0,0,0,0,0,0,1
"GRR.GJS.2018.15",186249,"21324355","Poorly drained",92,"Parkhill","Fine-loamy, mixed, semiactive, nonacid, mesic Mollic Endoaquepts","Mollic Endoaquepts",43.38,42.46,500,85,100,"Taxadjunct","Yes",NA,"non dense till subsoil",0,1,2,30,61,91,"Negligible",5,48,"5","None - deposition","Crop cover","Row crop","Wooded under natural conditions","Yes",207,247.399993896484,287,NA,NA,NA,"depressions on till plains, drainageways on till plains, depressions on moraines on till plains, drainageways on moraines on till plains",NA,0.170000001788139,NA,5,9,11,770,900,1040,NA,NA,NA,110,175,200,2,"w",NA,NA,NA,NA,NA,"1a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",0,0,0,0,0,0,"C/D","Low","High","Inceptisols","Aquepts","Endoaquepts","fine-loamy","not used","semiactive","nonacid","mesic","Typic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5c",NA,"Till",NA,"depressions on moraines",NA,"Base Slope",NA,NA,"Concave and Linear","Concave and Linear","CC and CL and LL","Toeslope","MI045","11611","Pr","Parkhill loam, non dense till subsoil, 0 to 2 percent slopes","Consociation",NA,"Order 2",26354,"Prime farmland if drained",0,7.11600014686584,77,756406.899848768,119744.192322855,1,0,0,0,0,0,0,0,0,0,1
